method,seed,latent_dim,beta,n_clusters,silhouette,calinski_harabasz,davies_bouldin,ari,nmi,purity,n_samples_silhouette
vae_kmeans,43,32,0.1,10,0.06470584869384766,465.8607638181143,2.2116519208239724,0.04438225455643002,0.14843731186414705,0.6011398860113989,3000
vae_gmm,43,32,0.1,10,0.041661474853754044,380.82862943158295,2.536173794738949,0.04006823897762941,0.1452137489338542,0.585041495850415,3000
vae_kmeans,43,32,0.1,11,0.06681603938341141,447.2958683272068,2.1919348890326074,0.04025386392478523,0.1426751478487831,0.5999400059994,3000
vae_gmm,43,32,0.1,11,0.03812171518802643,351.86661479961685,2.7648318052735625,0.035587774429757454,0.14494053509998453,0.5842415758424158,3000
vae_kmeans,43,32,0.1,12,0.06380630284547806,430.16658382739524,2.199050934785727,0.03480857472325753,0.13602302593701565,0.5963403659634037,3000
vae_gmm,43,32,0.1,12,0.02602044679224491,324.5864140299066,2.812782939123577,0.028720610622254297,0.13535612998758603,0.5828417158284172,3000
vae_kmeans,43,32,0.1,13,0.06415759027004242,415.8385219880199,2.160883596799886,0.029623265457812773,0.1363489765899299,0.5905409459054095,3000
vae_gmm,43,32,0.1,13,0.029255859553813934,302.0666916035259,2.848819146049828,0.027617049458334073,0.1358341135812681,0.5797420257974203,3000
vae_kmeans,43,32,0.1,14,0.0640382468700409,401.5385046853209,2.128596727405917,0.026758135668079726,0.13069952298613935,0.5884411558844116,3000
vae_gmm,43,32,0.1,14,0.03710814565420151,329.2907594643127,2.554099428193617,0.0272371447731353,0.13758746556964088,0.5791420857914209,3000
vae_kmeans,43,32,0.1,15,0.06367319077253342,386.91664763319267,2.1373283110455206,0.02497534408019427,0.12751051615258477,0.5864413558644136,3000
vae_gmm,43,32,0.1,15,0.03320983052253723,320.89514696122103,2.4118312652856644,0.026976130422094576,0.1332107464115274,0.5771422857714229,3000
vae_kmeans,43,32,0.5,2,0.10256649553775787,935.1271427338853,2.9468903599830263,-0.00140079506677444,0.0024789337311166377,0.531946805319468,3000
vae_gmm,43,32,0.5,2,0.07205341756343842,788.6447711898313,3.4873855710604627,-0.00022508477949497092,0.001151127435878657,0.531946805319468,3000
vae_kmeans,43,32,0.5,3,0.08783302456140518,822.9954341757915,2.9726767011590858,0.0005093269113476903,0.0020828888974333127,0.531946805319468,3000
vae_gmm,43,32,0.5,3,0.08080790191888809,791.3002657343196,3.1080000962520096,0.0006911118355757862,0.002652595146041134,0.531946805319468,3000
vae_kmeans,43,32,0.5,4,0.08889630436897278,739.5078026955051,2.6885692746134766,0.09623050484306965,0.20765279080957225,0.5722427757224278,3000
vae_gmm,43,32,0.5,4,0.05586444213986397,531.4434156297742,3.4704120197736685,0.04805134488601503,0.08394645696225168,0.531946805319468,3000
vae_kmeans,43,32,0.5,5,0.081659696996212,691.2535969777392,2.4737231373744333,0.06677765640071276,0.17959491644406217,0.5693430656934306,3000
vae_gmm,43,32,0.5,5,0.07110113650560379,640.4087841685318,2.651213779372799,0.0019101484277408902,0.004778292057358197,0.531946805319468,3000
vae_kmeans,43,32,0.5,6,0.08279526978731155,651.8869696837681,2.3454139048727973,0.053051158984305166,0.1643732755649282,0.5673432656734326,3000
vae_gmm,43,32,0.5,6,0.06600256264209747,576.6114816684739,2.5361943930004984,0.02842217781518071,0.03675494687104443,0.5828417158284172,3000
vae_kmeans,43,32,0.5,7,0.07955607771873474,613.0723651009284,2.2491678414054905,0.043229427851919744,0.15105140020412422,0.565043495650435,3000
vae_gmm,43,32,0.5,7,0.05168888717889786,511.9009654550516,2.620013823251007,0.046168884643580904,0.10878595895586474,0.5764423557644236,3000
vae_kmeans,43,32,0.5,8,0.07955417782068253,581.4097912145717,2.175625057717947,0.03850586972282393,0.14634094711104967,0.5636436356364364,3000
vae_gmm,43,32,0.5,8,0.06300745904445648,524.5466397322634,2.3932830334868784,0.039875694220876466,0.14774815691852938,0.5656434356564344,3000
vae_kmeans,43,32,0.5,9,0.07831495255231857,550.9376418694194,2.1295057051006037,0.038363833790046736,0.1482686589585751,0.5643435656434357,3000
vae_gmm,43,32,0.5,9,0.05567207187414169,490.51020406620296,2.394123225230764,0.037366489052992814,0.14795923623877724,0.5665433456654334,3000
vae_kmeans,43,32,0.5,10,0.07844319939613342,522.8021754561971,2.2177668418777485,0.03471395939461995,0.14187797271416783,0.5648435156484352,3000
vae_gmm,43,32,0.5,10,0.054611314088106155,463.82967293121465,2.432721569749775,0.036540911286287815,0.14623105159959032,0.5664433556644336,3000
vae_kmeans,43,32,0.5,11,0.0751635953783989,499.36374257195484,2.169083864787278,0.0346052940731611,0.14051899993335035,0.5891410858914109,3000
vae_gmm,43,32,0.5,11,0.04794122651219368,428.29180043440033,2.6121905680649182,0.044868366972780016,0.15247201968162316,0.5858414158584142,3000
vae_kmeans,43,32,0.5,12,0.07523033767938614,480.7933978612816,2.1252391387078307,0.032445423745072845,0.1355970026314083,0.5894410558944105,3000
vae_gmm,43,32,0.5,12,0.045292776077985764,411.5670755984338,2.4905222080653995,0.03694006073971229,0.1436323601944534,0.5989401059894011,3000
vae_kmeans,43,32,0.5,13,0.0753989964723587,462.432508315758,2.160235285108629,0.028543464784062215,0.13076260662378222,0.5855414458554145,3000
vae_gmm,43,32,0.5,13,0.04161185026168823,398.0818765604238,2.4186873195399916,0.03343797553530913,0.1367540070538598,0.5943405659434057,3000
vae_kmeans,43,32,0.5,14,0.07515151798725128,449.6547444842971,2.077658006763678,0.02332975715299169,0.12947256261448106,0.5605439456054394,3000
vae_gmm,43,32,0.5,14,0.04442891478538513,377.42267938237114,2.5137647952577673,0.036353077006523765,0.14659905015881833,0.5912408759124088,3000
vae_kmeans,43,32,0.5,15,0.07740237563848495,438.0476039986163,2.05718919252663,0.021208229112162625,0.1257067730474631,0.5616438356164384,3000
vae_gmm,43,32,0.5,15,0.04290273040533066,373.45981965917457,2.4152431576679425,0.029697334764621292,0.1446326916835818,0.5929407059294071,3000
vae_kmeans,43,32,1.0,2,0.11402642726898193,1066.3166523708214,2.750143690037146,-0.00140079506677444,0.0024789337311166377,0.531946805319468,3000
vae_gmm,43,32,1.0,2,0.07724886387586594,860.648068323747,3.323898783888987,-0.0011986785862200268,0.01456128576611225,0.531946805319468,3000
vae_kmeans,43,32,1.0,3,0.09790539741516113,930.6291507565859,2.8295056740400217,0.0009203142453604565,0.0023915260762129107,0.531946805319468,3000
vae_gmm,43,32,1.0,3,0.07215359061956406,782.4162662506891,2.952632826774458,0.00019137918728336407,0.005827008900985645,0.531946805319468,3000
vae_kmeans,43,32,1.0,4,0.09878377616405487,838.8368401702562,2.522230886914594,0.09175754855881027,0.1939617774899405,0.5682431756824318,3000
vae_gmm,43,32,1.0,4,0.05529342591762543,625.6619539022026,2.9112401543237474,0.04415146789707108,0.1164977106374186,0.531946805319468,3000
vae_kmeans,43,32,1.0,5,0.09129046648740768,784.5493665657646,2.3248189867703966,0.06474006580229606,0.1714304058420699,0.5664433556644336,3000
vae_gmm,43,32,1.0,5,0.05566268786787987,623.4363478175683,2.6951326124016566,0.06815108607826872,0.15703572538028007,0.5576442355764424,3000
vae_kmeans,43,32,1.0,6,0.0932108536362648,735.0315908502073,2.2133152052797596,0.0527230875644744,0.16107232912621325,0.5656434356564344,3000
vae_gmm,43,32,1.0,6,0.06772736459970474,624.3457785986379,2.548045200650894,0.008054861214081869,0.026199219895942837,0.531946805319468,3000
vae_kmeans,43,32,1.0,7,0.09059450030326843,692.7174151965244,2.128430287601359,0.06803642994973202,0.17476303647713667,0.6086391360863913,3000
vae_gmm,43,32,1.0,7,0.07190819084644318,603.0596688551881,2.542671360067273,0.0030980158744648985,0.008055634743483189,0.531946805319468,3000
vae_kmeans,43,32,1.0,8,0.09015079587697983,655.4624407088615,2.078442508177707,0.05813144946652787,0.16748507439570062,0.6080391960803919,3000
vae_gmm,43,32,1.0,8,0.07908299565315247,611.7115649052937,2.34628403408336,0.039871924251260724,0.14956689404329238,0.5669433056694331,3000
vae_kmeans,43,32,1.0,9,0.08814599364995956,622.5563843367765,2.2054257764943417,0.048880608765977926,0.15708602684913076,0.6008399160083991,3000
vae_gmm,43,32,1.0,9,0.06386490911245346,554.1242228520359,2.277613058051569,0.04627857904353175,0.15656205340593896,0.5858414158584142,3000
vae_kmeans,43,32,1.0,10,0.08723650127649307,593.4200624029746,2.1147573013575167,0.04178243495701301,0.14743358399513337,0.5971402859714029,3000
vae_gmm,43,32,1.0,10,0.058998849242925644,513.6088214362769,2.3565171814494694,0.037962700605456506,0.14363488404936695,0.5765423457654234,3000
vae_kmeans,43,32,1.0,11,0.0820227637887001,565.548775695359,2.089012854740431,0.03664126231978834,0.14255153219376243,0.595040495950405,3000
vae_gmm,43,32,1.0,11,0.060478225350379944,496.2124621734343,2.335435793921908,0.036321236234081435,0.150338809166718,0.5656434356564344,3000
vae_kmeans,43,32,1.0,12,0.0900115966796875,544.2094454773936,2.0397515302723574,0.035436310208862995,0.1353070052175006,0.5932406759324068,3000
vae_gmm,43,32,1.0,12,0.059525832533836365,481.11533345969474,2.240909682202506,0.03669128772324637,0.14164220911157416,0.6027397260273972,3000
vae_kmeans,43,32,1.0,13,0.08501254767179489,520.0757536580822,2.054847771324044,0.028879410717510844,0.13524156959736683,0.5851414858514149,3000
vae_gmm,43,32,1.0,13,0.06002289801836014,461.80832226960825,2.2696200518859104,0.03237996785742055,0.13378127832151646,0.6012398760123988,3000
vae_kmeans,43,32,1.0,14,0.0878312811255455,507.42743292942475,2.0126624824483117,0.032110726894092674,0.1330433671204497,0.6008399160083991,3000
vae_gmm,43,32,1.0,14,0.060786228626966476,448.3434938599513,2.18343276050759,0.025589498610512594,0.13216457273097917,0.583041695830417,3000
vae_kmeans,43,32,1.0,15,0.08770518004894257,491.0037054537873,2.0070030187416914,0.025013523676988496,0.12697174815824447,0.5811418858114189,3000
vae_gmm,43,32,1.0,15,0.0646420419216156,434.86603824316467,2.1813594621387487,0.02834008431472794,0.1325340121882998,0.5976402359764024,3000
pca_kmeans,43,32,,2,0.11409090459346771,1374.1526278008835,2.620107144520329,0.0009164964229443743,0.00285293007439701,0.531946805319468,3000
pca_gmm,43,32,,2,0.08303578197956085,771.5555193344815,3.209321419667565,-0.00140079506677444,0.0024789337311166377,0.531946805319468,3000
pca_kmeans,43,32,,3,0.09636922180652618,1124.1671445585716,2.4991140718985627,0.0003983160433444672,0.0014463349919396399,0.531946805319468,3000
pca_gmm,43,32,,3,0.0506458543241024,406.89031608519525,6.5728345319822035,-0.002687639756100796,0.0027122169424932925,0.531946805319468,3000
pca_kmeans,43,32,,4,0.09219639003276825,1007.7715082375512,2.4201311573720155,0.011673079192539147,0.01582530580112983,0.531946805319468,3000
pca_gmm,43,32,,4,-0.004774388391524553,214.50962938597158,6.690115828114761,0.18871481271430057,0.2135717345942536,0.5824417558244176,3000
pca_kmeans,43,32,,5,0.08880779892206192,906.520605173328,2.3353104336232904,0.02820960270033121,0.03110880996593629,0.5766423357664233,3000
pca_gmm,43,32,,5,0.018869061022996902,220.79986103220546,7.343282923196753,0.03057151489378684,0.14791755561274877,0.6091390860913909,3000
pca_kmeans,43,32,,6,0.0938417986035347,837.1009423537496,2.194418813787804,0.0735668451131525,0.160522686548122,0.6011398860113989,3000
pca_gmm,43,32,,6,0.006331178825348616,206.99399449712706,6.69839028978815,0.01719722269776864,0.10681425492305689,0.5921407859214078,3000
pca_kmeans,43,32,,7,0.09097409248352051,781.8684128777447,2.162073570540522,0.06253618203700395,0.1489771995053562,0.599040095990401,3000
pca_gmm,43,32,,7,0.017159409821033478,154.2193563756251,6.323175465342084,0.03326931575063259,0.1771916215224317,0.6216378362163784,3000
pca_kmeans,43,32,,8,0.08946119248867035,737.167457262138,2.0951235837035425,0.05350075014204436,0.13838846130923685,0.5943405659434057,3000
pca_gmm,43,32,,8,0.0035605221055448055,171.15552711843492,5.882242737808634,0.0877653443596894,0.24735537090895326,0.6321367863213678,3000
pca_kmeans,43,32,,9,0.08735047280788422,693.9722804454925,2.0797384660739184,0.04426224084790078,0.13186989246587,0.5927407259274072,3000
pca_gmm,43,32,,9,0.00910195428878069,215.19057564664521,4.081627497174781,0.12079578562245646,0.19063717793694474,0.5863413658634137,3000
pca_kmeans,43,32,,10,0.08581649512052536,657.9989128390478,2.088702379585165,0.03734651083253783,0.12551261533958777,0.5913408659134086,3000
pca_gmm,43,32,,10,-0.04465204477310181,195.1250740910177,3.798709307722546,0.051548640573343185,0.11694032674757779,0.567943205679432,3000
pca_kmeans,43,32,,11,0.08775331825017929,624.3307674961812,2.03652554675022,0.031193756663747237,0.1235878197760694,0.5897410258974103,3000
pca_gmm,43,32,,11,-0.03904160112142563,166.7156043944222,3.1402538894666607,0.09481011072338828,0.16604765560200835,0.5852414758524147,3000
pca_kmeans,43,32,,12,0.08388371020555496,594.1320702754379,2.1691147177927825,0.0344976624947681,0.12062920556033499,0.5960403959604039,3000
pca_gmm,43,32,,12,-0.02221617102622986,151.47136582152942,3.843953914144141,0.08638664663153094,0.1694251955887547,0.5895410458954105,3000
pca_kmeans,43,32,,13,0.08271346241235733,569.2392247773959,2.1406178977938852,0.028897651364122996,0.12096204911791616,0.5955404459554045,3000
pca_gmm,43,32,,13,-0.014431780204176903,130.6776962921522,4.359431049768625,0.05281008298211147,0.11838285296077579,0.571942805719428,3000
pca_kmeans,43,32,,14,0.07995633780956268,542.5892530652989,2.1436430959312562,0.03019913413262685,0.12073786648479728,0.6013398660133986,3000
pca_gmm,43,32,,14,-0.09198819845914841,138.06684409075172,3.6697834431845364,0.1330409681026594,0.22165578903325026,0.6167383261673832,3000
pca_kmeans,43,32,,15,0.07474968582391739,519.136540097191,2.1441834687681824,0.0267646054026318,0.11633304605829317,0.5988401159884011,3000
pca_gmm,43,32,,15,-0.03352372720837593,119.18898639029393,4.174708415252423,0.09353560413363372,0.18409933443844267,0.6265373462653735,3000
vae_kmeans,44,8,0.01,2,0.10489131510257721,1256.5208915899557,2.6948387424400604,0.014668196911965045,0.05590486190448232,0.531946805319468,3000
vae_gmm,44,8,0.01,2,0.021819544956088066,231.88174915834438,6.083628009696099,0.06456131907909846,0.07524600618663273,0.531946805319468,3000
vae_kmeans,44,8,0.01,3,0.11194978654384613,1078.5104637597626,2.445459786343962,0.1346488720921295,0.22581684116873774,0.5675432456754325,3000
vae_gmm,44,8,0.01,3,0.056396178901195526,597.0815626484763,4.303481209756053,0.06835861772933216,0.11261692673513694,0.531946805319468,3000
vae_kmeans,44,8,0.01,4,0.1047268658876419,1028.1435554280347,2.210072831838583,0.08933956039260359,0.1974377217237688,0.5666433356664333,3000
vae_gmm,44,8,0.01,4,0.0319707877933979,495.41979329035445,5.4393336602972715,0.10269853213563389,0.19136367857351239,0.5638436156384361,3000
vae_kmeans,44,8,0.01,5,0.10999109596014023,980.2261844609181,2.0776424017650674,0.06291818685968294,0.16710837660998445,0.5623437656234377,3000
vae_gmm,44,8,0.01,5,0.09886584430932999,675.2632267022585,3.9856183372113625,0.09466511900968115,0.1878848370710322,0.5667433256674332,3000
vae_kmeans,44,8,0.01,6,0.10976342856884003,933.3132108287023,1.9663334631638822,0.0872559603811497,0.17997466895910658,0.6052394760523948,3000
vae_gmm,44,8,0.01,6,0.054852671921253204,584.2145404754388,3.5523019016712762,0.07732298885694483,0.17337433713039554,0.5664433556644336,3000
vae_kmeans,44,8,0.01,7,0.10293212532997131,882.3191581522726,1.950137181043106,0.06643903917845997,0.16696026406210782,0.6026397360263973,3000
vae_gmm,44,8,0.01,7,0.06159920245409012,608.2675435875254,3.028817695011017,0.0558915294357574,0.15954784560511873,0.5648435156484352,3000
vae_kmeans,44,8,0.01,8,0.10262666642665863,837.8864557874498,1.9270511476173513,0.05782024088725327,0.15993581062819018,0.6033396660333966,3000
vae_gmm,44,8,0.01,8,0.0566851869225502,588.8498237476274,2.5903403111481524,0.04861542489984344,0.1447948955301064,0.5614438556144385,3000
vae_kmeans,44,8,0.01,9,0.09495627880096436,785.5986168676737,1.9216320651200693,0.04904951753846725,0.15304546197865743,0.5975402459754025,3000
vae_gmm,44,8,0.01,9,0.05038243159651756,592.2058760449341,2.443849009029138,0.050660125335322284,0.1536516375249058,0.587941205879412,3000
vae_kmeans,44,8,0.01,10,0.09639027714729309,754.025050654384,1.8577754454811461,0.04687052311103578,0.14842476097463975,0.5965403459654035,3000
vae_gmm,44,8,0.01,10,0.03645285964012146,530.8189015257574,2.547079737730113,0.048838454548412645,0.14460179616467397,0.5793420657934206,3000
vae_kmeans,44,8,0.01,11,0.09485144168138504,723.630988906229,1.8251418916353792,0.04366771888434676,0.14381604920939592,0.5958404159584042,3000
vae_gmm,44,8,0.01,11,0.0395476333796978,503.5401369891855,2.6153605989037825,0.04422826643364448,0.13833591096468403,0.5720427957204279,3000
vae_kmeans,44,8,0.01,12,0.09412778913974762,695.8556471029303,1.801484824832517,0.03581487793739487,0.13750160687976487,0.5904409559044096,3000
vae_gmm,44,8,0.01,12,0.03866845741868019,447.2665889470682,2.4709188699602014,0.046599232508776574,0.1358013856845697,0.5736426357364264,3000
vae_kmeans,44,8,0.01,13,0.09466762095689774,672.9227780963093,1.764317546090282,0.030749952477764624,0.13759985026078253,0.5880411958804119,3000
vae_gmm,44,8,0.01,13,0.041436031460762024,450.64130141490284,2.8157248383958784,0.03416438552398545,0.1392956036031888,0.5773422657734226,3000
vae_kmeans,44,8,0.01,14,0.09382708370685577,646.0371221341185,1.8186957723079864,0.02831070066825394,0.13352896895404673,0.5869413058694131,3000
vae_gmm,44,8,0.01,14,0.03317013382911682,454.4978380417886,2.420693112014483,0.04090755258369255,0.1406361367116098,0.5895410458954105,3000
vae_kmeans,44,8,0.01,15,0.09482849389314651,621.6047245910707,1.8740391958753657,0.02742027276309297,0.1314217953802602,0.5877412258774123,3000
vae_gmm,44,8,0.01,15,0.02823464944958687,400.1540731087385,2.8041615528275177,0.03449503985872123,0.13601698746527352,0.5824417558244176,3000
